index,Use_x,DR,SpeakerID,filename,FilePath,Gender,Ethnicity,age,height
304,TRAIN,DR4,MKAM0,SI1250.WAV,TRAIN/DR4/MKAM0/SI1250.WAV,M,WHT,37.27,182.88
310,TRAIN,DR4,MKAM0,SX416.WAV,TRAIN/DR4/MKAM0/SX416.WAV,M,WHT,37.27,182.88
317,TRAIN,DR4,MKAM0,SA2.WAV,TRAIN/DR4/MKAM0/SA2.WAV,M,WHT,37.27,182.88
321,TRAIN,DR4,MKAM0,SA1.WAV,TRAIN/DR4/MKAM0/SA1.WAV,M,WHT,37.27,182.88
325,TRAIN,DR4,MKAM0,SX146.WAV,TRAIN/DR4/MKAM0/SX146.WAV,M,WHT,37.27,182.88
329,TRAIN,DR4,MKAM0,SX56.WAV,TRAIN/DR4/MKAM0/SX56.WAV,M,WHT,37.27,182.88
330,TRAIN,DR4,MKAM0,SX236.WAV,TRAIN/DR4/MKAM0/SX236.WAV,M,WHT,37.27,182.88
338,TRAIN,DR4,MKAM0,SX326.WAV,TRAIN/DR4/MKAM0/SX326.WAV,M,WHT,37.27,182.88
348,TRAIN,DR4,MKAM0,SI1316.WAV,TRAIN/DR4/MKAM0/SI1316.WAV,M,WHT,37.27,182.88
350,TRAIN,DR4,MKAM0,SI1465.WAV,TRAIN/DR4/MKAM0/SI1465.WAV,M,WHT,37.27,182.88
356,TRAIN,DR4,MSMS0,SX263.WAV,TRAIN/DR4/MSMS0/SX263.WAV,M,WHT,46.46,175.26
358,TRAIN,DR4,MSMS0,SI2063.WAV,TRAIN/DR4/MSMS0/SI2063.WAV,M,WHT,46.46,175.26
359,TRAIN,DR4,MSMS0,SI803.WAV,TRAIN/DR4/MSMS0/SI803.WAV,M,WHT,46.46,175.26
360,TRAIN,DR4,MSMS0,SX173.WAV,TRAIN/DR4/MSMS0/SX173.WAV,M,WHT,46.46,175.26
368,TRAIN,DR4,MSMS0,SA2.WAV,TRAIN/DR4/MSMS0/SA2.WAV,M,WHT,46.46,175.26
372,TRAIN,DR4,MSMS0,SA1.WAV,TRAIN/DR4/MSMS0/SA1.WAV,M,WHT,46.46,175.26
374,TRAIN,DR4,MSMS0,SI1433.WAV,TRAIN/DR4/MSMS0/SI1433.WAV,M,WHT,46.46,175.26
384,TRAIN,DR4,MSMS0,SX353.WAV,TRAIN/DR4/MSMS0/SX353.WAV,M,WHT,46.46,175.26
392,TRAIN,DR4,MSMS0,SX83.WAV,TRAIN/DR4/MSMS0/SX83.WAV,M,WHT,46.46,175.26
397,TRAIN,DR4,MSMS0,SX443.WAV,TRAIN/DR4/MSMS0/SX443.WAV,M,WHT,46.46,175.26
407,TRAIN,DR4,MGJC0,SI1335.WAV,TRAIN/DR4/MGJC0/SI1335.WAV,M,WHT,23.56,175.26
409,TRAIN,DR4,MGJC0,SI1256.WAV,TRAIN/DR4/MGJC0/SI1256.WAV,M,WHT,23.56,175.26
418,TRAIN,DR4,MGJC0,SX165.WAV,TRAIN/DR4/MGJC0/SX165.WAV,M,WHT,23.56,175.26
419,TRAIN,DR4,MGJC0,SI1965.WAV,TRAIN/DR4/MGJC0/SI1965.WAV,M,WHT,23.56,175.26
423,TRAIN,DR4,MGJC0,SA2.WAV,TRAIN/DR4/MGJC0/SA2.WAV,M,WHT,23.56,175.26
426,TRAIN,DR4,MGJC0,SA1.WAV,TRAIN/DR4/MGJC0/SA1.WAV,M,WHT,23.56,175.26
427,TRAIN,DR4,MGJC0,SX75.WAV,TRAIN/DR4/MGJC0/SX75.WAV,M,WHT,23.56,175.26
428,TRAIN,DR4,MGJC0,SX345.WAV,TRAIN/DR4/MGJC0/SX345.WAV,M,WHT,23.56,175.26
434,TRAIN,DR4,MGJC0,SX435.WAV,TRAIN/DR4/MGJC0/SX435.WAV,M,WHT,23.56,175.26
446,TRAIN,DR4,MGJC0,SX255.WAV,TRAIN/DR4/MGJC0/SX255.WAV,M,WHT,23.56,175.26
456,TRAIN,DR4,FLKM0,SI686.WAV,TRAIN/DR4/FLKM0/SI686.WAV,F,WHT,35.05,157.48
461,TRAIN,DR4,FLKM0,SX260.WAV,TRAIN/DR4/FLKM0/SX260.WAV,F,WHT,35.05,157.48
462,TRAIN,DR4,FLKM0,SX116.WAV,TRAIN/DR4/FLKM0/SX116.WAV,F,WHT,35.05,157.48
470,TRAIN,DR4,FLKM0,SA2.WAV,TRAIN/DR4/FLKM0/SA2.WAV,F,WHT,35.05,157.48
472,TRAIN,DR4,FLKM0,SI620.WAV,TRAIN/DR4/FLKM0/SI620.WAV,F,WHT,35.05,157.48
474,TRAIN,DR4,FLKM0,SA1.WAV,TRAIN/DR4/FLKM0/SA1.WAV,F,WHT,35.05,157.48
475,TRAIN,DR4,FLKM0,SX350.WAV,TRAIN/DR4/FLKM0/SX350.WAV,F,WHT,35.05,157.48
481,TRAIN,DR4,FLKM0,SX80.WAV,TRAIN/DR4/FLKM0/SX80.WAV,F,WHT,35.05,157.48
489,TRAIN,DR4,FLKM0,SX440.WAV,TRAIN/DR4/FLKM0/SX440.WAV,F,WHT,35.05,157.48
497,TRAIN,DR4,FLKM0,SI1880.WAV,TRAIN/DR4/FLKM0/SI1880.WAV,F,WHT,35.05,157.48
504,TRAIN,DR4,MMGC0,SX315.WAV,TRAIN/DR4/MMGC0/SX315.WAV,M,WHT,32.98,187.96
519,TRAIN,DR4,MMGC0,SA2.WAV,TRAIN/DR4/MMGC0/SA2.WAV,M,WHT,32.98,187.96
520,TRAIN,DR4,MMGC0,SX405.WAV,TRAIN/DR4/MMGC0/SX405.WAV,M,WHT,32.98,187.96
522,TRAIN,DR4,MMGC0,SA1.WAV,TRAIN/DR4/MMGC0/SA1.WAV,M,WHT,32.98,187.96
524,TRAIN,DR4,MMGC0,SX225.WAV,TRAIN/DR4/MMGC0/SX225.WAV,M,WHT,32.98,187.96
525,TRAIN,DR4,MMGC0,SX45.WAV,TRAIN/DR4/MMGC0/SX45.WAV,M,WHT,32.98,187.96
538,TRAIN,DR4,MMGC0,SI1305.WAV,TRAIN/DR4/MMGC0/SI1305.WAV,M,WHT,32.98,187.96
546,TRAIN,DR4,MMGC0,SI2184.WAV,TRAIN/DR4/MMGC0/SI2184.WAV,M,WHT,32.98,187.96
547,TRAIN,DR4,MMGC0,SX135.WAV,TRAIN/DR4/MMGC0/SX135.WAV,M,WHT,32.98,187.96
548,TRAIN,DR4,MMGC0,SI1935.WAV,TRAIN/DR4/MMGC0/SI1935.WAV,M,WHT,32.98,187.96
551,TRAIN,DR4,MJXL0,SX272.WAV,TRAIN/DR4/MJXL0/SX272.WAV,M,WHT,58.27,177.8
561,TRAIN,DR4,MJXL0,SI1795.WAV,TRAIN/DR4/MJXL0/SI1795.WAV,M,WHT,58.27,177.8
562,TRAIN,DR4,MJXL0,SX362.WAV,TRAIN/DR4/MJXL0/SX362.WAV,M,WHT,58.27,177.8
567,TRAIN,DR4,MJXL0,SA2.WAV,TRAIN/DR4/MJXL0/SA2.WAV,M,WHT,58.27,177.8
572,TRAIN,DR4,MJXL0,SI542.WAV,TRAIN/DR4/MJXL0/SI542.WAV,M,WHT,58.27,177.8
574,TRAIN,DR4,MJXL0,SA1.WAV,TRAIN/DR4/MJXL0/SA1.WAV,M,WHT,58.27,177.8
575,TRAIN,DR4,MJXL0,SI1172.WAV,TRAIN/DR4/MJXL0/SI1172.WAV,M,WHT,58.27,177.8
577,TRAIN,DR4,MJXL0,SX92.WAV,TRAIN/DR4/MJXL0/SX92.WAV,M,WHT,58.27,177.8
582,TRAIN,DR4,MJXL0,SX182.WAV,TRAIN/DR4/MJXL0/SX182.WAV,M,WHT,58.27,177.8
595,TRAIN,DR4,MJXL0,SX452.WAV,TRAIN/DR4/MJXL0/SX452.WAV,M,WHT,58.27,177.8
605,TRAIN,DR4,MMBS0,SI521.WAV,TRAIN/DR4/MMBS0/SI521.WAV,M,BLK,25.86,187.96
606,TRAIN,DR4,MMBS0,SX71.WAV,TRAIN/DR4/MMBS0/SX71.WAV,M,BLK,25.86,187.96
610,TRAIN,DR4,MMBS0,SI1781.WAV,TRAIN/DR4/MMBS0/SI1781.WAV,M,BLK,25.86,187.96
611,TRAIN,DR4,MMBS0,SI1151.WAV,TRAIN/DR4/MMBS0/SI1151.WAV,M,BLK,25.86,187.96
615,TRAIN,DR4,MMBS0,SA2.WAV,TRAIN/DR4/MMBS0/SA2.WAV,M,BLK,25.86,187.96
617,TRAIN,DR4,MMBS0,SX161.WAV,TRAIN/DR4/MMBS0/SX161.WAV,M,BLK,25.86,187.96
621,TRAIN,DR4,MMBS0,SA1.WAV,TRAIN/DR4/MMBS0/SA1.WAV,M,BLK,25.86,187.96
630,TRAIN,DR4,MMBS0,SX431.WAV,TRAIN/DR4/MMBS0/SX431.WAV,M,BLK,25.86,187.96
639,TRAIN,DR4,MMBS0,SX341.WAV,TRAIN/DR4/MMBS0/SX341.WAV,M,BLK,25.86,187.96
644,TRAIN,DR4,MMBS0,SX251.WAV,TRAIN/DR4/MMBS0/SX251.WAV,M,BLK,25.86,187.96
652,TRAIN,DR4,MTQC0,SI1441.WAV,TRAIN/DR4/MTQC0/SI1441.WAV,M,WHT,30.57,180.34
653,TRAIN,DR4,MTQC0,SX271.WAV,TRAIN/DR4/MTQC0/SX271.WAV,M,WHT,30.57,180.34
656,TRAIN,DR4,MTQC0,SI480.WAV,TRAIN/DR4/MTQC0/SI480.WAV,M,WHT,30.57,180.34
665,TRAIN,DR4,MTQC0,SI2071.WAV,TRAIN/DR4/MTQC0/SI2071.WAV,M,WHT,30.57,180.34
667,TRAIN,DR4,MTQC0,SA2.WAV,TRAIN/DR4/MTQC0/SA2.WAV,M,WHT,30.57,180.34
668,TRAIN,DR4,MTQC0,SX361.WAV,TRAIN/DR4/MTQC0/SX361.WAV,M,WHT,30.57,180.34
674,TRAIN,DR4,MTQC0,SA1.WAV,TRAIN/DR4/MTQC0/SA1.WAV,M,WHT,30.57,180.34
678,TRAIN,DR4,MTQC0,SX91.WAV,TRAIN/DR4/MTQC0/SX91.WAV,M,WHT,30.57,180.34
685,TRAIN,DR4,MTQC0,SX181.WAV,TRAIN/DR4/MTQC0/SX181.WAV,M,WHT,30.57,180.34
700,TRAIN,DR4,MTQC0,SX451.WAV,TRAIN/DR4/MTQC0/SX451.WAV,M,WHT,30.57,180.34
703,TRAIN,DR4,MBWP0,SX259.WAV,TRAIN/DR4/MBWP0/SX259.WAV,M,WHT,38.82,182.88
705,TRAIN,DR4,MBWP0,SI709.WAV,TRAIN/DR4/MBWP0/SI709.WAV,M,WHT,38.82,182.88
706,TRAIN,DR4,MBWP0,SI1531.WAV,TRAIN/DR4/MBWP0/SI1531.WAV,M,WHT,38.82,182.88
714,TRAIN,DR4,MBWP0,SA2.WAV,TRAIN/DR4/MBWP0/SA2.WAV,M,WHT,38.82,182.88
716,TRAIN,DR4,MBWP0,SX439.WAV,TRAIN/DR4/MBWP0/SX439.WAV,M,WHT,38.82,182.88
718,TRAIN,DR4,MBWP0,SX349.WAV,TRAIN/DR4/MBWP0/SX349.WAV,M,WHT,38.82,182.88
720,TRAIN,DR4,MBWP0,SA1.WAV,TRAIN/DR4/MBWP0/SA1.WAV,M,WHT,38.82,182.88
722,TRAIN,DR4,MBWP0,SX79.WAV,TRAIN/DR4/MBWP0/SX79.WAV,M,WHT,38.82,182.88
724,TRAIN,DR4,MBWP0,SX169.WAV,TRAIN/DR4/MBWP0/SX169.WAV,M,WHT,38.82,182.88
727,TRAIN,DR4,MBWP0,SI1969.WAV,TRAIN/DR4/MBWP0/SI1969.WAV,M,WHT,38.82,182.88
764,TRAIN,DR4,MFRM0,SX165.WAV,TRAIN/DR4/MFRM0/SX165.WAV,M,WHT,29.8,180.34
767,TRAIN,DR4,MFRM0,SI1155.WAV,TRAIN/DR4/MFRM0/SI1155.WAV,M,WHT,29.8,180.34
769,TRAIN,DR4,MFRM0,SA2.WAV,TRAIN/DR4/MFRM0/SA2.WAV,M,WHT,29.8,180.34
770,TRAIN,DR4,MFRM0,SI1785.WAV,TRAIN/DR4/MFRM0/SI1785.WAV,M,WHT,29.8,180.34
774,TRAIN,DR4,MFRM0,SA1.WAV,TRAIN/DR4/MFRM0/SA1.WAV,M,WHT,29.8,180.34
776,TRAIN,DR4,MFRM0,SX75.WAV,TRAIN/DR4/MFRM0/SX75.WAV,M,WHT,29.8,180.34
777,TRAIN,DR4,MFRM0,SX345.WAV,TRAIN/DR4/MFRM0/SX345.WAV,M,WHT,29.8,180.34
782,TRAIN,DR4,MFRM0,SX435.WAV,TRAIN/DR4/MFRM0/SX435.WAV,M,WHT,29.8,180.34
795,TRAIN,DR4,MFRM0,SI1717.WAV,TRAIN/DR4/MFRM0/SI1717.WAV,M,WHT,29.8,180.34
798,TRAIN,DR4,MFRM0,SX255.WAV,TRAIN/DR4/MFRM0/SX255.WAV,M,WHT,29.8,180.34
801,TRAIN,DR4,MJRH0,SI1125.WAV,TRAIN/DR4/MJRH0/SI1125.WAV,M,WHT,25.11,177.8
803,TRAIN,DR4,MJRH0,SX315.WAV,TRAIN/DR4/MJRH0/SX315.WAV,M,WHT,25.11,177.8
812,TRAIN,DR4,MJRH0,SI1755.WAV,TRAIN/DR4/MJRH0/SI1755.WAV,M,WHT,25.11,177.8
817,TRAIN,DR4,MJRH0,SA2.WAV,TRAIN/DR4/MJRH0/SA2.WAV,M,WHT,25.11,177.8
818,TRAIN,DR4,MJRH0,SX405.WAV,TRAIN/DR4/MJRH0/SX405.WAV,M,WHT,25.11,177.8
820,TRAIN,DR4,MJRH0,SA1.WAV,TRAIN/DR4/MJRH0/SA1.WAV,M,WHT,25.11,177.8
823,TRAIN,DR4,MJRH0,SX225.WAV,TRAIN/DR4/MJRH0/SX225.WAV,M,WHT,25.11,177.8
824,TRAIN,DR4,MJRH0,SX45.WAV,TRAIN/DR4/MJRH0/SX45.WAV,M,WHT,25.11,177.8
849,TRAIN,DR4,MJRH0,SX135.WAV,TRAIN/DR4/MJRH0/SX135.WAV,M,WHT,25.11,177.8
850,TRAIN,DR4,MJRH0,SI1840.WAV,TRAIN/DR4/MJRH0/SI1840.WAV,M,WHT,25.11,177.8
860,TRAIN,DR4,MLSH0,SI787.WAV,TRAIN/DR4/MLSH0/SI787.WAV,M,WHT,31.55,175.26
862,TRAIN,DR4,MLSH0,SX67.WAV,TRAIN/DR4/MLSH0/SX67.WAV,M,WHT,31.55,175.26
866,TRAIN,DR4,MLSH0,SA2.WAV,TRAIN/DR4/MLSH0/SA2.WAV,M,WHT,31.55,175.26
873,TRAIN,DR4,MLSH0,SA1.WAV,TRAIN/DR4/MLSH0/SA1.WAV,M,WHT,31.55,175.26
878,TRAIN,DR4,MLSH0,SI1417.WAV,TRAIN/DR4/MLSH0/SI1417.WAV,M,WHT,31.55,175.26
889,TRAIN,DR4,MLSH0,SI2047.WAV,TRAIN/DR4/MLSH0/SI2047.WAV,M,WHT,31.55,175.26
890,TRAIN,DR4,MLSH0,SX427.WAV,TRAIN/DR4/MLSH0/SX427.WAV,M,WHT,31.55,175.26
892,TRAIN,DR4,MLSH0,SX157.WAV,TRAIN/DR4/MLSH0/SX157.WAV,M,WHT,31.55,175.26
893,TRAIN,DR4,MLSH0,SX247.WAV,TRAIN/DR4/MLSH0/SX247.WAV,M,WHT,31.55,175.26
899,TRAIN,DR4,MLSH0,SX337.WAV,TRAIN/DR4/MLSH0/SX337.WAV,M,WHT,31.55,175.26
902,TRAIN,DR4,MTAS0,SI2015.WAV,TRAIN/DR4/MTAS0/SI2015.WAV,M,WHT,26.07,180.34
906,TRAIN,DR4,MTAS0,SX305.WAV,TRAIN/DR4/MTAS0/SX305.WAV,M,WHT,26.07,180.34
910,TRAIN,DR4,MTAS0,SI1385.WAV,TRAIN/DR4/MTAS0/SI1385.WAV,M,WHT,26.07,180.34
915,TRAIN,DR4,MTAS0,SA2.WAV,TRAIN/DR4/MTAS0/SA2.WAV,M,WHT,26.07,180.34
918,TRAIN,DR4,MTAS0,SX215.WAV,TRAIN/DR4/MTAS0/SX215.WAV,M,WHT,26.07,180.34
921,TRAIN,DR4,MTAS0,SA1.WAV,TRAIN/DR4/MTAS0/SA1.WAV,M,WHT,26.07,180.34
922,TRAIN,DR4,MTAS0,SI755.WAV,TRAIN/DR4/MTAS0/SI755.WAV,M,WHT,26.07,180.34
927,TRAIN,DR4,MTAS0,SX395.WAV,TRAIN/DR4/MTAS0/SX395.WAV,M,WHT,26.07,180.34
939,TRAIN,DR4,MTAS0,SX125.WAV,TRAIN/DR4/MTAS0/SX125.WAV,M,WHT,26.07,180.34
945,TRAIN,DR4,MTAS0,SX35.WAV,TRAIN/DR4/MTAS0/SX35.WAV,M,WHT,26.07,180.34
960,TRAIN,DR4,MLJC0,SI1225.WAV,TRAIN/DR4/MLJC0/SI1225.WAV,M,WHT,24.75,177.8
961,TRAIN,DR4,MLJC0,SX415.WAV,TRAIN/DR4/MLJC0/SX415.WAV,M,WHT,24.75,177.8
967,TRAIN,DR4,MLJC0,SA2.WAV,TRAIN/DR4/MLJC0/SA2.WAV,M,WHT,24.75,177.8
971,TRAIN,DR4,MLJC0,SI595.WAV,TRAIN/DR4/MLJC0/SI595.WAV,M,WHT,24.75,177.8
973,TRAIN,DR4,MLJC0,SA1.WAV,TRAIN/DR4/MLJC0/SA1.WAV,M,WHT,24.75,177.8
983,TRAIN,DR4,MLJC0,SX145.WAV,TRAIN/DR4/MLJC0/SX145.WAV,M,WHT,24.75,177.8
992,TRAIN,DR4,MLJC0,SX55.WAV,TRAIN/DR4/MLJC0/SX55.WAV,M,WHT,24.75,177.8
993,TRAIN,DR4,MLJC0,SX235.WAV,TRAIN/DR4/MLJC0/SX235.WAV,M,WHT,24.75,177.8
997,TRAIN,DR4,MLJC0,SX325.WAV,TRAIN/DR4/MLJC0/SX325.WAV,M,WHT,24.75,177.8
1000,TRAIN,DR4,MLJC0,SI1855.WAV,TRAIN/DR4/MLJC0/SI1855.WAV,M,WHT,24.75,177.8
1016,TRAIN,DR4,MJSR0,SX164.WAV,TRAIN/DR4/MJSR0/SX164.WAV,M,SPN,36.19,180.34
1017,TRAIN,DR4,MJSR0,SI794.WAV,TRAIN/DR4/MJSR0/SI794.WAV,M,SPN,36.19,180.34
1020,TRAIN,DR4,MJSR0,SA2.WAV,TRAIN/DR4/MJSR0/SA2.WAV,M,SPN,36.19,180.34
1021,TRAIN,DR4,MJSR0,SI1424.WAV,TRAIN/DR4/MJSR0/SI1424.WAV,M,SPN,36.19,180.34
1023,TRAIN,DR4,MJSR0,SX74.WAV,TRAIN/DR4/MJSR0/SX74.WAV,M,SPN,36.19,180.34
1025,TRAIN,DR4,MJSR0,SA1.WAV,TRAIN/DR4/MJSR0/SA1.WAV,M,SPN,36.19,180.34
1030,TRAIN,DR4,MJSR0,SX344.WAV,TRAIN/DR4/MJSR0/SX344.WAV,M,SPN,36.19,180.34
1031,TRAIN,DR4,MJSR0,SX434.WAV,TRAIN/DR4/MJSR0/SX434.WAV,M,SPN,36.19,180.34
1033,TRAIN,DR4,MJSR0,SI2054.WAV,TRAIN/DR4/MJSR0/SI2054.WAV,M,SPN,36.19,180.34
1049,TRAIN,DR4,MJSR0,SX254.WAV,TRAIN/DR4/MJSR0/SX254.WAV,M,SPN,36.19,180.34
1052,TRAIN,DR4,MJAC0,SX307.WAV,TRAIN/DR4/MJAC0/SX307.WAV,M,WHT,45.36,172.72
1053,TRAIN,DR4,MJAC0,SI2148.WAV,TRAIN/DR4/MJAC0/SI2148.WAV,M,WHT,45.36,172.72
1054,TRAIN,DR4,MJAC0,SI1331.WAV,TRAIN/DR4/MJAC0/SI1331.WAV,M,WHT,45.36,172.72
1061,TRAIN,DR4,MJAC0,SX71.WAV,TRAIN/DR4/MJAC0/SX71.WAV,M,WHT,45.36,172.72
1066,TRAIN,DR4,MJAC0,SA2.WAV,TRAIN/DR4/MJAC0/SA2.WAV,M,WHT,45.36,172.72
